18064,Hippokratia,,,0.0,
18065,"Hirosaki Medical Journal",,,0.0,
18066,"Hiroshima Forum for Psychology",Psychology,Miscellaneous,0.0,
18067,"Hiroshima Journal Of Anesthesia",,,0.0,
18068,"Hiroshima Journal of Mathematics Education",Education,"Mathematics Education",0.0,
18069,"Hiroshima Journal Of Medical Sciences",,,0.0,"Hiroshima J Med Sci"
18070,"Hiroshima Studies in English Language and Literature","Arts and Literature",Literature,0.0,
18071,"Hispamerica Revista de Literatura","Arts and Literature",Literature,0.0,
18072,"Hispania A Journal Devoted To The Teaching Of Spanish And Portuguese",,,0.0,"Hispania-J Dev Inter"
18073,"Hispania Revista Espanola De Historia",,,0.0,Hispania
18074,"Hispania Sacra",Humanities,Catholicism,0.0,
18075,Hispanic,"Arts and Literature",Latin,0.0,
18076,"Hispanic American Historical Review","Arts and Literature",Latin,0.0,"Hispanic Am Hist Rev"
18077,"Hispanic Engineer and Information Technology","Business Administration",Miscellaneous,0.0,
18078,"Hispanic Health Care International",Education,"Education Research",0.0,
18079,"Hispanic Healthcare International",,,0.0,
18080,"Hispanic Journal",Linguistics,Philology,0.0,
18081,"Hispanic Journal Of Behavioral Sciences",,,0.0,"Hispanic J Behav Sci"
18082,"Hispanic Outlook in Higher Education, The",Education,Miscellaneous,0.0,
18083,"Hispanic Research Journal",Humanities,"Languages and Literature",0.0,
18084,"Hispanic Review","Arts and Literature",Latin,0.0,"Hispanic Rev"
18085,"Hispanic Times Magazine","Social Sciences",Miscellaneous,0.0,
18086,Hispanofila,"Arts and Literature",Literature,0.0,Hispanofila
18087,"Histochemical Journal, The","Biological Sciences",Immunology,0.0,"Histochem J"
18088,Histochemie,,,0.0,Histochemistry
18089,"Histochemie Histochemistry Histochimie",,,0.0,
18090,Histochemistry,,,0.0,
18091,"Histochemistry and Cell Biology",Medicine,Histology,0.0,"Histochem Cell Biol"
18092,Histoire,,,0.0,Histoire
18093,"Histoire Des Sciences Medicales",,,0.0,
18094,"Histoire Sociale",,,0.0,
18095,"Histoire Sociale / Social History",Economics,"Cultural Economics",0.0,"Hist Soc/Soc Hist"
18096,"Histology & Histopathology",Medicine,Histology,0.0,"Histol Histopathol"
18097,Histopathology,Medicine,"Pathology and Forensics",0.0,Histopathology
18098,Historia,Philosophy,Miscellaneous,0.0,Historia
18099,"Historia Agraria",,,0.0,
18100,"Historia Ciencias Saude Manguinhos",,,0.0,
18101,"Historia Mathematica",Mathematics,Miscellaneous,0.0,"Hist Math"
18102,"Historia Medicinae Veterinariae","Biological Sciences","Veterinary Science",0.0,
18103,"Historia Mexicana",,,0.0,"Hist Mexicana"
18104,"Historia Urbana",Economics,"Cultural Economics",0.0,
18105,"Historia Zeitschrift Für Alte Geschichte",,,0.0,"Historia-Z Alte Ges"
18106,"Historian, The",Humanities,"Languages and Literature",0.0,Historian
18107,"Historic Preservation",,,0.0,"Hist Preservation"
18108,"Historic Traveler",Humanities,"Languages and Literature",0.0,
18109,Historica,,,0.0,Historica
18110,"Historical Archaeology",Humanities,Archaeology,0.0,"Hist Archaeol"
18111,"Historical Biology","Earth Sciences",Paleontology,0.0,
18112,"Historical Geography","Social Sciences",Geography,0.0,
18113,"Historical Journal, The","Arts and Literature",Literature,0.0,"Hist J"
18114,"Historical Journal of Film, Radio and Television","Materials Science",Miscellaneous,0.0,"Hist J Film Radio Tv"
18115,"Historical Magazine of the Protestant Episcopal Church",Humanities,Church,0.0,
18116,"Historical Materialism","Social Sciences",Miscellaneous,0.0,
18117,"Historical Materialism Research In Critical Marxist Theory",,,0.0,"Hist Mater"
18118,"Historical Metallurgy","Materials Science",Metallurgy,0.0,
18119,"Historical Methods","Social Sciences",Miscellaneous,0.0,"Hist Method"
18120,"Historical Methods Newsletter",,,0.0,"Hist Meth Newslett"
18121,"Historical Papers Communications Historiques",,,0.0,"Hist Papers"
18122,"Historical Performance: The Journal of Early Music America","Arts and Literature",Music,0.0,
18123,"Historical Records Of Australian Science",,,0.0,
18124,"Historical Reflections / Réflexions Historiques","Arts and Literature",Literature,0.0,"Hist Reflections"
18125,"Historical Research",Humanities,"Languages and Literature",0.0,"Hist Res"
18126,"Historical Social Research Historische Sozialforschung",,,0.0,"Hist Soc Res"
18127,"Historical Studies",,,0.0,"Hist Stud"
18128,"Historical Studies in Education",Education,Miscellaneous,0.0,
18129,"Historical Studies in the Life and Earth Sciences","Earth Sciences",Miscellaneous,0.0,
18130,"Historical Studies In The Physical And Biological Sciences",,,0.0,"Hist Stud Phys Biol"
18131,"Historicky Casopis",,,0.0,"Hist Casopis"
18132,"Historiographia Linguistica",Linguistics,Philology,0.0,"Hist Ling"
18133,"Historiography East and West",Linguistics,"French Language",0.0,
18134,"Historische Mitteilungen",Linguistics,"German Language",0.0,
18135,"Historische Sprachforschung / Historical Linguistics",Linguistics,"Computational Linguistics",0.0,
18136,"Historische Zeitschrift",,,0.0,"Hist Z"
18137,"Historisches Jahrbuch",,,0.0,"Hist Jahrb"
18138,"Historisk Tidsskrift",,,0.0,"Hist Tidsskr"
18139,History,Economics,"Cultural Economics",0.0,History
18140,"History and Anthropology","Social Sciences",Anthropology,0.0,
18141,"History and Archaeology Series","Social Sciences",Archaeology,0.0,
18142,"History & Computing","Electrical and Electronic Engineering","Image Processing",0.0,
18143,"History & Memory",Humanities,Miscellaneous,0.0,
18144,"History & Philosophy of Logic",Linguistics,"Historical Linguistics",0.0,"Hist Philos Logic"
18145,"History & Philosophy of the Life Sciences",Medicine,"History of Medicine",0.0,"Hist Phil Life Sci"
18146,"History and Social Science Teacher, The","Social Sciences",Miscellaneous,0.0,
18147,"History and Technology","Business Administration","Technological Change",0.0,
18148,"History and Theory",Philosophy,"Philosophy of the Social Sciences",0.0,"Hist Theory"
18149,"History In Africa",,,0.0,"Hist Afr"
18150,"History of Anthropology","Social Sciences",Anthropology,0.0,
18151,"History of Anthropology Newsletter","Social Sciences",Anthropology,0.0,
18152,"History of Economics Review",Economics,Miscellaneous,0.0,
18153,"History of Economics Society Bulletin",Economics,"Economics History",0.0,
18154,"History of Education",Economics,"Public Economics",0.0,
18155,"History of Education Journal",Education,Miscellaneous,0.0,
18156,"History of Education Quarterly",Education,Miscellaneous,0.0,"Hist Educ Quart"
18157,"History of Education Review",Education,Miscellaneous,0.0,
18158,"History of Education Society Bulletin",Education,Miscellaneous,0.0,
18159,"History of European Ideas",Humanities,"Languages and Literature",0.0,"Hist Eur Idea"
18160,"History of Geophysics","Earth Sciences",Geophysics,0.0,
18161,"History of Medicine",Medicine,"History of Medicine",0.0,
18162,"History of Neuroscience",Medicine,Neuroscience,0.0,
18163,"History of Nursing Society Journal",Medicine,Nursing,0.0,
18164,"History of Philosophy Quarterly",Philosophy,Miscellaneous,0.0,
18165,"History of Photography","Arts and Literature","Art History",0.0,"Hist Photogr"
18166,"History of Political Economy",Economics,"Economics History",0.0,"Hist Polit Econ"
18167,"History Of Political Thought",,,0.0,"Hist Polit Thought"
18168,"History of Psychiatry",Psychology,Psychiatry,0.0,"Hist Psychiatr"
18169,"History of Psychoanalysis Monograph Series",Psychology,Psychoanalysis,0.0,
18170,"History of Psychology",Psychology,"Health Psychology/Behavioral Medicine",0.0,
18171,"History of Religions",Humanities,Miscellaneous,0.0,"Hist Religions"
18172,"History of Science",Education,Miscellaneous,0.0,"Hist Sci"
18173,"History of Sociology","Social Sciences",Sociology,0.0,
18174,"History of the Family, The",Psychology,"Cross Cultural Psychology",0.0,
18175,"History of the Human Sciences","Social Sciences",Miscellaneous,0.0,"Hist Hum Sci"
18176,"History Review",Humanities,"Languages and Literature",0.0,
18177,"History Reviews Of New Books",,,0.0,"History-Rev New Book"
18178,"History Teacher, The (Long Beach, CA)",Education,"Teacher Education",0.0,
18179,"History Today",Humanities,"Languages and Literature",0.0,"Hist Today"
18180,"History Workshop Journal",Humanities,"Languages and Literature",0.0,"Hist Workshop J"
18181,"Hitachi Review","Electrical and Electronic Engineering",Miscellaneous,0.0,
18182,"Hitotsubashi Journal of Economics",Economics,Miscellaneous,0.0,"Hitotsub J Econ"
18183,"Hitotsubashi Journal Of Social Studies",,,0.0,"Hitotsub J Soc Stud"
18184,"HIV/AIDS Policy and Law Review / Canadian HIV/AIDS Legal Network",Law,Miscellaneous,0.0,
18185,"Hiv Aids Policy Law Rev",,,0.0,
18186,"Hiv And Aids Review",,,0.0,
18187,"HIV Clinical Trials","Arts and Literature",Miscellaneous,0.0,"Hiv Clin Trials"
18188,"HIV clinician / Delta Region AIDS Education and Training Center",Education,Miscellaneous,0.0,
18189,"HIV Medicine","Biological Sciences",Immunology,0.0,"Hiv Med"
18190,"HIV Plus",Medicine,Miscellaneous,0.0,
18191,"Hiv Prevention Plus! The Newsletter Of The Canadian Hiv Aids Clearinghouse",,,0.0,
18192,Hlh,,,0.0,
18193,"Hlh Heizung Lueftung Klima Haustechnik",,,0.0,
18194,"HME News",Medicine,Miscellaneous,0.0,
18195,Hmo,,,0.0,
18196,"Hmo Practice Hmo Group",,,0.0,
18197,"HMT-Health Management Technology","Business Administration",Miscellaneous,0.0,
18198,HNO,Medicine,Miscellaneous,0.0,Hno
18199,"Hno Wegweiser Für Die Fachärztliche Praxis",,,0.0,"Hno-Wegw Facharzt Pr"
18200,"HO - University of Kentucky, College of Agriculture, Cooperative Extension Service","Biological Sciences","Agricultural Science",0.0,
18201,"Hobby Electronics","Electrical and Electronic Engineering",Miscellaneous,0.0,
18202,"Hochudoku / Japanese Journal of Forensic Toxicology",Medicine,Toxicology,0.0,
18203,"Hockey Digest","Sports and Recreation","Professional Sports",0.0,
18204,"Hockey News","Sports and Recreation","Professional Sports",0.0,
18205,"Hockey Weekly","Sports and Recreation","Professional Sports",0.0,
18206,"Hofstra Labor and Employment Law Journal",Law,"Employment and Social Security Law",0.0,
18207,"Hofstra Law Review",,,0.0,
18208,"Hofstra Property Law Journal",Law,"Property Law",0.0,
18209,Hoitotiede,,,0.0,
18210,"Hokenfu Zasshi / The Japanese Journal for Public Health Nurses",Medicine,"Public Health and Community Medicine",0.0,
18211,"Hokkaido Daigaku Chikyu Butsurigaku Kenkyu Hokoku / Geophysical Bulletin of Hokkaido University","Earth Sciences",Geophysics,0.0,
18212,"Hokkaido Daigaku Daigakuin Nogaku Kenkyuka Hobun Kiyo / Memoirs of the Graduate School of Agriculture, Hokkaido University","Biological Sciences","Agricultural Science",0.0,
18213,"Hokkaido Daigaku Nogakubu Hobun Kiyo / Memoirs of the Faculty of Agriculture, Hokkaido University","Biological Sciences","Agricultural Science",0.0,
18214,"Hokkaido Daigaku Nogakubu Nojo Kenkyu Hokoku / Research Bulletin of the University Farm, Hokkaido University","Biological Sciences","Agricultural Science",0.0,
18215,"Hokkaido Igaku Zasshi The Hokkaido Journal Of Medical Science",,,0.0,
18216,"Hokkaido Igaku Zasshi. Hokkaido Journal Of Medical Science",,,0.0,"Hokkaido Igaku Zasshi"
18217,"Hokkaido Journal Of Orthopaedics And Traumatology",,,0.0,
18218,"Hokkaido Journal Of Orthopedic And Traumatic Surgery",,,0.0,
18219,"Hokkaido Kyoiku Daigaku Kiyo, Dai-2-Bu, B: Seibutsugaku, Chigaku, Nogaku-Hen","Biological Sciences","Agricultural Science",0.0,
18220,"Hokkaido Mathematical Journal",Mathematics,Miscellaneous,0.0,
18221,"Hokkaido Nogyo kenkyu Senta kenkyu hokoku = Research bulletin of the Hokkaido National Agricultural Research Center for Hokkaido Region","Biological Sciences","Agricultural Science",0.0,
18222,"Hokkaido University Medical Library Series",Medicine,Miscellaneous,0.0,
18223,"Hokkaidoritsu Eisei Kenkyujo ho = Report of the Hokkaido Institute of Public Health",Medicine,"Public Health and Community Medicine",0.0,
18224,"Hokudai Hogaku Ronshu / Hokkaido Law Review",Law,Miscellaneous,0.0,
18225,"Hokuriku Journal Of Anesthesiology",,,0.0,
18226,"Hokuriku masuigaku zasshi. Hokuriku journal of anesthesiology",Medicine,Anesthesiology,0.0,
18227,"Holarctic Ecology",,,0.0,"Holarctic Ecol"
18228,"Holistic Education Review (former title)",Education,Miscellaneous,0.0,
18229,"Holistic Medicine",Medicine,Miscellaneous,0.0,
18230,"Holistic Nursing Practice",Medicine,Nursing,0.0,
18231,"Holland Shipbuilding",,,0.0,
18232,"Holloman Symposium on Primate Immunology & Molecular Genetics","Biological Sciences",Genetics,0.0,
18233,"Hollywood Reporter Independent Producers and Distributors Special Issue","Arts and Literature","Visual and Performing Arts",0.0,
18234,"Holocaust and Genocide Studies","Social Sciences",Anthropology,0.0,"Holocaust Genocide S"
18235,Holocene,,,0.0,Holocene
18236,"Holy Land Studies: A Multidisciplinary Journal",Humanities,Archaeology,0.0,
18237,"Holz als Roh- und Werkstoff","Materials Science",Properties,0.0,
18238,"Holz Als Roh Und Werkstoff",,,0.0,"Holz Roh Werkst"
18239,"Holz Kurier",,,0.0,
18240,Holzforschung,Chemistry,"Applied Chemistry",0.0,Holzforschung
18241,"Holzforschung Und Holzverwertung",,,0.0,"Holzforsch Holzverw"
18242,"Home & Family Finance","Business Administration","Finance and Financial Services",0.0,
18243,"Home and garden bulletin HG - U.S. Department of Agriculture","Biological Sciences","Agricultural Science",0.0,
18244,"Home Care Economics",Economics,Miscellaneous,0.0,
18245,"Home Care Manager",,,0.0,
18246,"Home Care Provider","Social Sciences",Miscellaneous,0.0,
18247,"Home Computer Magazine",,,0.0,"Home Comput Mag"
18248,"Home Cultures","Arts and Literature",Architecture,0.0,
18249,"Home Economics Research Journal",Economics,Miscellaneous,0.0,
18250,"Home Furnishings","Social Sciences",Miscellaneous,0.0,
18251,"Home Health Care Management & Practice","Business Administration","Human Resource Management",0.0,
18252,"Home Health Care Services Quarterly","Business Administration","Management and Communication",0.0,
18253,"Home Health Review",,,0.0,
18254,"Home Healthcare Nurse",Medicine,Nursing,0.0,
18255,"Home Healthcare Nurse Manager",,,0.0,
18256,"Home Mechanix",Engineering,Automobiles,0.0,
18257,"Home Media Retailing","Business Administration",Miscellaneous,0.0,
18258,"Home Office","Business Administration",Miscellaneous,0.0,
18259,"Home Textiles Today","Business Administration",Miscellaneous,0.0,
18260,"HomeCare Magazine",Engineering,Miscellaneous,0.0,
18261,"Homeopathy The Journal Of The Faculty Of Homeopathy",,,0.0,
18262,"Homeostasis in Health & Disease",Medicine,Neuroscience,0.0,"Homeostasis Hlth Dis"
18263,"Homicide Studies",Medicine,"Public Health and Community Medicine",0.0,"Homicide Stud"
18264,"Homiletic and Pastoral Review",Humanities,Catholicism,0.0,
18265,"Homily Service",Humanities,Catholicism,0.0,
18266,Homme,,,0.0,Homme
18267,"Homme Et La Societe",,,0.0,"Homme Soc"
18268,"Homme, L'","Social Sciences",Anthropology,0.0,
18269,"Hommes Et Terres Du Nord",,,0.0,
18270,Homo,"Social Sciences",Anthropology,0.0,Homo
18271,"Homo Internationale Zeitschrift Für Die Vergleichende Forschung Am Menschen",,,0.0,
18272,"Homology, Homotopy and Applications",Mathematics,Algebra,0.0,
18273,"Homosexual Counseling Journal",Humanities,Homosexuality,0.0,
18274,"Hong Kong and Macao Economy",Economics,Miscellaneous,0.0,
18275,"Hong Kong Country Profile","Business Administration",Miscellaneous,0.0,
18276,"Hong Kong Dermatology and Venereology Bulletin",Medicine,Dermatology,0.0,
18277,"Hong Kong Engineer",,,0.0,
18278,"Hong Kong Journal of Applied Linguistics",Linguistics,"Applied Linguistics",0.0,
18279,"Hong Kong Journal Of Dermatology And Venereology",,,0.0,
18280,"Hong Kong Journal of Emergency Medicine",Medicine,"Emergency Medicine and Critical Care",0.0,
18281,"Hong Kong Journal of Nephrology","Biological Sciences",Immunology,0.0,
18282,"Hong Kong Journal of Occupational Therapy",Medicine,"Occupational Therapy",0.0,
18283,"Hong Kong Journal Of Paediatrics",,,0.0,
18284,"Hong Kong Journal of Psychiatry",Psychology,Psychiatry,0.0,
18285,"Hong Kong Journal of Social Work, The","Materials Science",Miscellaneous,0.0,
18286,"Hong Kong Journal of Sports Medicine and Sports Science",Medicine,Miscellaneous,0.0,
18287,"Hong Kong Medical Journal",,,0.0,
18288,"Hong Kong Physiotherapy Journal",,,0.0,
18289,"Hong Kong Practitioner",,,0.0,
18290,"Hongwai Jishu Infrared Technology",,,0.0,
18291,"Hongwai Yanjiu A Ji Chinese Journal Of Infrared Research A",,,0.0,
